usr_code,title,review,rating,place,travel_date
ktakens,Absolutely love it here!,La Jolla is gorgeous! The views are amazing with a variety of rock formations to explore. Watching the sea lions was fun! It’s a great place to go and spend some time as it can get crowded.  ,50,La Jolla Cove,December 2019
dadkins,LaJolla Fun,"We enjoyed our visit to LaJolla. We were able to see seals and sea lions. There were a variety of birds. Also, found the area for Dr Seuss’s Lorax tree. Sadly it has toppled over in June of this year. There are benches just to sit and chill and enjoy the ocean. The water was too high to walk on the beach due to a lot of rain the day before. The area also has a lot of small shops and restaurants to make it a fun day. Parking was difficult and we chose to just bite the bullet and pay to park in a parking garage. The stairs in the picture are a short cut down to the beach area. ",50,La Jolla Cove,December 2019
MAP12,Not what I expected.,All my life I have heard about how great the San Diego Zoo is - so maybe I was expecting too much.  It is HUGE and yet many of the animal enclosures are very small - way too small for some of the animals in them.  It broke my heart to see animals pacing in small spaces.   ,30,San Diego Zoo,November 2019
Dolly3972,Lovely day out  ,"We loved this place and would highly recommend it to everyone, it was so nice to see the zoo really considers everyones needs. It seemed to be very wheelchair friendly and there we’re lifts for family’s with pushchairs. ",50,San Diego Zoo,December 2019
AnLily,Animals in Hiding,"The Zoo is San Diego’s prime attraction, just a short bus ride from the Convention Center. (It’s within jogging distance of hotels such as Omni; I wouldn’t pay the $30 that tour companies charge for transportation.) Visiting in mid spring-early summer is best, when Butterfly Breeding project adds a burst of color. Too bad, the aerial tram and bus tour didn’t allow a good view. To see the Polar Bears, you’ll need to climb the hill from where the bus drops you off. Many of the animals were hidden from sight, although the baby giraffes, meerkats and elephants were cute. The orangutangs were visible; only one tiger was closer to viewers, pacing. Wear good shoes...you’ll wear them out! Admission is $56 USD; and there must be a crime problem, because just to browse the gift shop without wishing zoo-entry, my friend had to pay the full refundable admission price. In order to watch the theatre show as well, the price jumped an additional $6 (for “Plus” 12 years and older). Children 5-11 years only get a $10 discount. I thought the zoo should give a seniors’ deal. It’s worth the $89 two-in-one: Zoo and Safari, which locals will say is a much better experience (although a further drive around 45 miles inland). The caravan trucks allow you to go close and feed the giraffes, or ride the trams overhead as well. You won’t need to use the tickets on consecutive days, so skip day 2 at the zoo to enjoy animals in their ‘natural’ habitat!",30,San Diego Zoo,December 2019
hannahmr1993,Dates are good ,Took my date here. And he loved it and wants to go again before Christmas Day. Loved all the animals and loved taking pictures on his camera ,40,San Diego Zoo,December 2019
DBurns2015,"Peaceful, beautiful place!","Beautiful memorial, most awesome views of the city and surrounding places! A must see when your in the area!",50,Mt. Soledad National Veterans Memorial,October 2019
julamiller2019,"Amazing views, unforgettable visit","Lovely time. Beautiful place. Extraordinary views. Polite visitors. It takes so little time to see that it's a do-not-miss, in my opinion.",50,Mt. Soledad National Veterans Memorial,September 2019
Bitsycorona,Beautiful veteran’s memorial,Lovely memorial in a magnificent setting. Very interesting to see the photos of those who served.  You won’t regret stopping here. ,50,Mt. Soledad National Veterans Memorial,September 2019
douglashH7552JA,Another beautiful San Diego view.,Spectacular 360 degree views from ocean to mountains. Also a great place to sail kites. Another outstanding spot for a sunset.,50,Mt. Soledad National Veterans Memorial,September 2019
AlexaS365,One of a few places to Honor our Veterans,"Beautiful place to visit.  So much history there as Veteran Plaques give details as to the member Name, Rank, which War.  Perfect place for this Memorial as you get Vista views N/S/E/W of San Diego.  Small parking area, handicapped accessibility.  At times there is someone there to tell you the story of the wonderful place.",50,Mt. Soledad National Veterans Memorial,September 2019
Linder200 D,A wonderful time!,"Hadn't been to this zoo in over 25 years.  It wasn't crowded the day we went.  We got upfront parking, no ticket lines, got right on the bus tour, tram and hop on and off giraffe bus.  The 5 hours we spent there went so fast.  Go, go, go to the zoo!",50,San Diego Zoo,December 2019
chinoecu,Fantastic Place!,"I had not planned on visiting La Jolla, but we had an extra hour and decided to go to La Jolla.  I am glad we did.  There are restaurants and shops in the area; as well as, a park where the locals gather to do picnics.  Which brings a good atmosphere to the place.  La Jolla Cove is a nice little place where you can admire the views and the seals.  The seals are on the beach and swimming in the ocean so you are really close to them.  Good place for kids to see the Seal in their natural state.  The water temperature was not the best.  It was Early July with a 90 degree Fahrenheit temperature and the water was cold.  But there were people in the water.  Overall I enjoyed my short visit to La Jolla.  It is definitely I place that I would like to visit again if I am in the San Diego area.",50,La Jolla Cove,July 2019
billtell999,Nice place to visit but don't use the park bathroom.,"Such a beautiful place, just what you would expect for California....BUT, what a shame the bathroom near the cove is the most disgusting place I have ever seen.  I have been all over the world and the bathroom here is the worst.  What a shame that the city can't keep a clean area for people to use... Shame on the city fathers of San Diego.",30,La Jolla Cove,September 2019
Tiena N,Seal Watching,The views here are spectacular. We enjoyed watching the antics of the seals on the rocks and on the beach!,50,La Jolla Cove,November 2019
JHughes50,Seal lions a ton.,Beautiful scenery but hold your nose. The birds are every where too. You can get fairly close to experience the seals and seal lions. We saw a few divers but conditions made it not great to go in the water is what we were told. We are not swimmers anyway and just wanted to see the cove. ,40,La Jolla Cove,November 2019
marypambid,Views Alone are Gorgeous,The views of water & seals were beautiful.  The stench of the seals on the other hand was interesting to say the least.  Luckily there are some good ice cream shops & picture perfect weather that overcomes the stinky.,40,La Jolla Cove,November 2019
