review,travel_date,rating,place,usr_code,title
Old Post Office Tower has some great views of DC and it was FREE! You'll get some nice pictures it's worth the stop. You also get to view the Trump Tower hotel lobby which is pretty.,July 2019,40,Old Post Office Pavilion,Kris B,It's a very nice stop
I enjoyed the Old Post Office Tower.  Really nice views of DC and the best part is that it was FREE!  You'll get some nice pictures and it's well worth the stop.,August 2019,50,Old Post Office Pavilion,Jim B,Nice views of DC
"Excellent presentation of the history of the US postal system, better than the London museum. Very interesting to see how mail can be delivered around a country so large. Didn't realise the Pony Express was so short lived!",September 2019,50,National Postal Museum,David D,Very informative
"I'm not even into philately and I can aver that this is one of the most interesting museums I've ever visited. The exhibits are designed to pique your interest, the videos are short and information and hold your attention, and the mix of an interactive and passive user experience is superb. I could have spend half a day or more here. Who knew the history of mail and the US postal system could be so fascinating? There's part of an old train here, where mail used to be carried, Owney the mail dog, an airplane that used to deliver mail, real post boxes all over...the place is fun, colorful and worth exploring for hours. There's a table for stamp collectors to pore through boxes and take free stamps(limit to six, purely on an honor basis!) and two great computers for the visitor to make his/her own stamps. The guards were all sweet, as were the staff we ran into. I came twice, the first day spending most of my time having an interesting conversation with one of their regulars, an Allen Schneider, an erudite gentleman and a stamp collector. On the second day, I was actually bemoaning not being able to spend over 2 hours here as I was leaving DC.I had heard about this museum and avoided it as I was always afraid I would be poring over tiny stamps. Don't be the fool I was! Kudos to the curators and designers for creating this lovely museum!",September 2019,50,National Postal Museum,Helen Y,A jewel by Union Station that should be a destination museum
a fascinating look into the history of stamps.  I was surprised at how extensive this museum is.  You could spend hours and hours there.  It is interesting even if you are not a stamp collector.,June 2019,40,National Postal Museum,NewOrleansfirstgal,often overlooked
"It’s a great museum! Fantastic permanent exhibition and good content. Price is a bit expensive (but worth it) and if you run with the bad luck of being behind a school field trip, good luck trying to trying to read, or interacting with the screens, however you are able to leave and come back later during the day  when they’re gone. Overall, worth it, just a bit crowded.",November 2019,40,International Spy Museum,Yael_De_la_C,"Great museum, bit crowded though"
"Be careful that you use the main entrance, we ended up in a very dodgy looking underpass with the museum above us and seemingly impossible to find. Our first challenge perhaps!",September 2019,50,International Spy Museum,Clara79,Worth the price
"Interesting artifacts and their stories from around the world!  Fun kids interactive spy quest.  From Jane's Bond car in the lobby to today's headlines, a must see in DC!",November 2019,40,International Spy Museum,190danac,Fun and educational!
"I enjoyed almost four hours reviewing all the displays.  I didn't participate in the game portion, which is probably better for youngsters.  Lots of good descriptions of real spy-craft and actual spying cases and events.  A well stocked gift shop for those into such things too.",November 2019,50,International Spy Museum,jjoybiznes,Thorough and fascinating
"This place would be very interesting if you didn’t feel like you were being rushed and there were enough kiosks to actually participate. It’s large which is helpful, but it’s a bit unorganized and we never got to do anything with our code names as there were never available kiosks. The one time we did get a kiosk, it kept asking us to lean in and would start over. My 10 and 7 year old were ready to go before we were and that’s saying something. We went first thing on a Wednesday morning so I don’t know when a good time to go would be. We all left frustrated.",November 2019,30,International Spy Museum,kturner008,Frustrating
